/home/dev/IMG/center_2018_08_04_17_57_04_958.jpg,/home/dev/IMG/left_2018_08_04_17_57_04_958.jpg,/home/dev/IMG/right_2018_08_04_17_57_04_958.jpg,0,0,0,6.06081
/home/dev/IMG/center_2018_08_04_17_57_05_060.jpg,/home/dev/IMG/left_2018_08_04_17_57_05_060.jpg,/home/dev/IMG/right_2018_08_04_17_57_05_060.jpg,0,0,0,5.568384
/home/dev/IMG/center_2018_08_04_17_57_05_135.jpg,/home/dev/IMG/left_2018_08_04_17_57_05_135.jpg,/home/dev/IMG/right_2018_08_04_17_57_05_135.jpg,0,0,0,5.155603
/home/dev/IMG/center_2018_08_04_17_57_05_206.jpg,/home/dev/IMG/left_2018_08_04_17_57_05_206.jpg,/home/dev/IMG/right_2018_08_04_17_57_05_206.jpg,0,0,0,4.851908
/home/dev/IMG/center_2018_08_04_17_57_05_285.jpg,/home/dev/IMG/left_2018_08_04_17_57_05_285.jpg,/home/dev/IMG/right_2018_08_04_17_57_05_285.jpg,0,0,0,4.46944
/home/dev/IMG/center_2018_08_04_17_57_05_355.jpg,/home/dev/IMG/left_2018_08_04_17_57_05_355.jpg,/home/dev/IMG/right_2018_08_04_17_57_05_355.jpg,0,0,0,4.106647
/home/dev/IMG/center_2018_08_04_17_57_05_433.jpg,/home/dev/IMG/left_2018_08_04_17_57_05_433.jpg,/home/dev/IMG/right_2018_08_04_17_57_05_433.jpg,0,0,0,3.848062
/home/dev/IMG/center_2018_08_04_17_57_05_513.jpg,/home/dev/IMG/left_2018_08_04_17_57_05_513.jpg,/home/dev/IMG/right_2018_08_04_17_57_05_513.jpg,0,0,0,3.505246
/home/dev/IMG/center_2018_08_04_17_57_05_583.jpg,/home/dev/IMG/left_2018_08_04_17_57_05_583.jpg,/home/dev/IMG/right_2018_08_04_17_57_05_583.jpg,0,0.1401687,0,3.205063
/home/dev/IMG/center_2018_08_04_17_57_05_653.jpg,/home/dev/IMG/left_2018_08_04_17_57_05_653.jpg,/home/dev/IMG/right_2018_08_04_17_57_05_653.jpg,0,0.3499739,0,3.13807
